system,verdict,reason,n_points,pH_span,n_distinct_I_levels,I_levels_list,joint_coverage_fraction,n_refs_total,n_refs_with_sufficient_I_variation,pct_points_in_I_varying_refs,site_density_status,n_references,temp_range_C,pH_min,pH_max,I_min,I_max,n_rows_total,missing_response,missing_pH,missing_I,invalid_response_values,n_sets,median_replicates_per_set,site_density_mean,site_density_cv,n_distinct_formulas,initial_bandwidth_pH_scaled,initial_bandwidth_I_scaled,n_points_in_I_varying_refs
gibbsite-K(+1)+N(+5)-H(+1),FAIL,only 0 points (< 50),0,5.502999999999999,3,"0.013, 0.13, 1.3",0.3333333333333333,2,2,100.0,"fixed, as expected",2,,4.2,9.703,0.013,1.3,118,118,0,0,0,6,21.5,2.31,0.0,1,0.0025,0.0025,118
hematite-Cl(-1)+K(+1)-H(+1),FAIL,only 0 points (< 50),0,6.033389999999999,4,"0.001, 0.01, 0.1, 1",0.3333333333333333,1,1,100.0,"fixed, as expected",1,,3.98441,10.0178,0.001,1.0,168,168,0,0,0,4,43.0,2.3099999999999996,1.9282114015939323e-16,1,0.014,0.014,168
hematite-Cl(-1)+Li(+1)-H(+1),FAIL,only 0 points (< 50),0,6.354990000000001,4,"0.001, 0.01, 0.1, 1",0.3333333333333333,1,1,100.0,"fixed, as expected",1,,3.90541,10.2604,0.001,1.0,143,143,0,0,0,4,37.0,2.3100000000000005,1.9292214758397794e-16,1,0.0151,0.0151,143
hematite-K(+1)+N(+5)-H(+1),FAIL,only 0 points (< 50),0,6.8572999999999995,4,"0.013, 0.026, 0.13, 1.3",0.3333333333333333,2,2,100.0,"fixed, as expected",2,,3.527,10.3843,0.013,1.3,137,137,0,0,0,6,20.5,2.31,0.0,1,0.0113,0.0113,137
magnetite-K(+1)+N(+5)-H(+1),FAIL,only 0 points (< 50),0,5.3805,3,"0.013, 0.13, 1.3",0.3333333333333333,2,2,100.0,"fixed, as expected",2,50.0,4.1836,9.5641,0.013,1.3,144,144,0,0,0,12,11.5,2.31,0.0,1,0.0074,0.0074,144
quartz-Ca(+2)+Cl(-1)-H(+1),FAIL,only 0 points (< 50),0,5.6457999999999995,3,"0.002, 0.015, 0.15",0.3333333333333333,1,1,100.0,"fixed, as expected",1,,3.4708,9.1166,0.002,0.15,58,58,0,0,0,3,20.0,2.3100000000000005,1.9392545102758716e-16,1,0.0351,0.0351,58
quartz-N(+5)+Na(+1)-H(+1),FAIL,only 0 points (< 50),0,5.5630999999999995,3,"0.013, 0.13, 1.3",0.3333333333333333,2,2,100.0,"fixed, as expected",2,,3.4455,9.0086,0.013,1.3,113,113,0,0,0,6,19.0,2.3099999999999996,1.9310274688172518e-16,1,0.0113,0.0113,113
quartz-Na(+1)+S(+6)-H(+1),FAIL,only 0 points (< 50),0,5.9719,3,"0.01, 0.095, 0.95",0.3333333333333333,1,1,100.0,"fixed, as expected",1,,3.0623,9.0342,0.01,0.95,34,34,0,0,0,3,12.0,2.31,0.0,1,0.0651,0.0651,34
zirconia-Cl(-1)+Na(+1)-H(+1),FAIL,only 0 points (< 50),0,8.850999999999999,3,"0.03, 0.1, 1",0.3333333333333333,1,1,100.0,"fixed, as expected",1,,2.409,11.26,0.03,1.0,40,40,0,0,0,3,14.0,2.31,0.0,1,0.0541,0.0541,40
magnetite-C(+4)+Cl(+7)+Na(+1)-Se(+4),FAIL,only 23 points (< 50); pH span only 3.80,23,3.8000000000000007,3,"0.501, 0.509, 0.59",0.3055555555555556,1,1,100.0,"fixed, as expected",1,,7.1,10.9,0.501,0.59,23,0,0,0,0,23,1.0,2.310000000000001,3.9313418947998006e-16,1,0.0011,0.0011,23
alumina-Na(+1)-Cs(+1),FAIL,only 21 points (< 50); pH span only 2.00,21,2.0,17,"0.005, 0.025, 0.05, 0.051, 0.123, 0.124, 0.125, 0.198, 0.249, 0.488, 0.498, 0.5, 1.201, 1.24, 2.408, 2.462, 2.464",0.3055555555555556,1,1,100.0,"fixed, as expected",1,,7.0,9.0,0.005,2.464,21,0,0,0,0,3,7.0,2.3100000000000005,1.9699395104015114e-16,1,0.0307,0.0307,21
hydrous manganese oxide-N(+5)+Na(+1)-H(+1),FAIL,only 0 points (< 50),0,9.0739,3,"0.195, 1.95, 19.5",0.3055555555555556,1,1,100.0,"fixed, as expected",1,,1.8542,10.9281,0.195,19.5,76,76,0,0,0,3,20.0,2.31,0.0,0,0.0105,0.0105,76
ferrous oxide-Cl(-1)+Na(+1)-Se(+4),FAIL,only 30 points (< 50),30,4.1899999999999995,3,"0.01, 0.1, 1",0.2777777777777778,1,1,100.0,"fixed, as expected",1,,8.42,12.61,0.01,1.0,30,0,0,0,0,3,10.0,2.3100000000000005,1.955329126955394e-16,1,0.0406,0.0406,30
hematite-K(+1)+N(+5)-U(+6),FAIL,only 27 points (< 50); pH span only 3.64,27,3.6434,3,"0.013, 0.13, 1.3",0.2777777777777778,1,1,100.0,"fixed, as expected",1,,3.5612,7.2046,0.013,1.3,27,0,0,0,0,3,10.0,2.31,0.0,1,0.0647,0.0647,27
corundum-K(+1)+N(+5)-Cr(+6),FAIL,only 35 points (< 50),35,6.5405999999999995,3,"0.013, 0.13, 1.3",0.25,1,1,100.0,"fixed, as expected",1,,2.9807,9.5213,0.013,1.3,35,0,0,0,0,3,8.0,2.31,0.0,1,0.0222,0.0222,35
quartz-Cl(+7)+Na(+1)-Cs(+1),FAIL,only 21 points (< 50),21,5.0,3,"0.025, 0.25, 2.5",0.25,1,1,100.0,"fixed, as expected",1,,5.9,10.9,0.025,2.5,21,0,0,0,0,3,7.0,2.3100000000000005,1.9699395104015114e-16,1,0.02,0.02,21
goethite-C(+4)+Na(+1)-Pu(+4),FAIL,only 33 points (< 50); pH span only 0.00,33,0.0,32,"0.084, 0.14, 0.249, 0.253, 0.322, 0.819, 0.851, 0.933, 0.946, 1.172, 1.294, 1.655, 1.763, 2.507, 2.521, 2.542, 2.572, 2.608, 3.32, 3.355, ... (+12 more)",0.16666666666666666,2,2,100.0,"fixed, as expected",2,,8.6,8.6,0.084,8.293,33,0,0,0,0,20,1.0,2.31,0.0,1,0.0043,0.0043,33
goethite-C(+4)+Na(+1)-Pu(+5),FAIL,only 35 points (< 50); pH span only 0.00,35,0.0,34,"0.085, 0.086, 0.139, 0.249, 0.25, 0.314, 0.319, 0.816, 0.858, 0.914, 0.952, 1.208, 1.319, 1.708, 1.84, 2.43, 2.505, 2.522, 2.527, 2.534, ... (+14 more)",0.1388888888888889,2,2,100.0,"fixed, as expected",2,,8.6,8.6,0.085,8.563,35,0,0,0,0,21,1.0,2.31,0.0,1,0.003,0.003,35
goethite-Cl(-1)+K(+1)+P(+5)-Se(+4),FAIL,only 28 points (< 50); pH span only 0.01,28,0.009999999999999787,8,"0.1, 0.101, 0.102, 0.103, 0.105, 0.106, 0.115, 0.131",0.1388888888888889,1,1,100.0,"fixed, as expected",1,,6.99,7.0,0.1,0.131,28,0,0,0,0,4,5.5,2.31,0.0,1,0.0025,0.0025,28
bentonite-Cl(+7)+Na(+1)-Pu(+4),FAIL,only 22 points (< 50),22,58.40946,3,"0.025, 0.25, 2.5",0.08333333333333333,1,1,100.0,"fixed, as expected",1,,1.79054,60.2,0.025,2.5,22,0,0,0,0,3,8.0,2.3100000000000005,1.967704751303887e-16,0,0.0166,0.0166,22
aragonite-Cl(-1)+Na(+1)-Np(+5),FAIL,only 29 points (< 50); pH span only 0.00,29,0.0,3,"0, 0.001, 0.7",0.05555555555555555,1,1,100.0,"fixed, as expected",1,,8.0,8.0,0.0,0.7,29,0,0,0,0,14,1.0,10.800000000000004,3.3477763415707946e-16,1,0.0,0.0,29
clinoptilolite-Cl(-1)+Na(+1)-Ca(+2),FAIL,pH span only 0.00,65,0.0,43,"0.003, 0.004, 0.005, 0.006, 0.007, 0.026, 0.028, 0.029, 0.031, 0.033, 0.035, 0.037, 0.038, 0.04, 0.043, 0.047, 0.05, 0.051, 0.053, 0.054, ... (+23 more)",0.0,1,1,100.0,"fixed, as expected",1,,,,0.003,0.819,65,0,65,0,0,65,1.0,2.31,0.0,0,,,65
clinoptilolite-Cl(-1)+Na(+1)-K(+1),FAIL,pH span only 0.00,63,0.0,44,"0.003, 0.004, 0.005, 0.006, 0.007, 0.026, 0.03, 0.031, 0.032, 0.034, 0.037, 0.04, 0.042, 0.043, 0.045, 0.046, 0.047, 0.048, 0.049, 0.05, ... (+24 more)",0.0,1,1,100.0,"fixed, as expected",1,,,,0.003,0.581,63,0,63,0,0,63,1.0,2.3100000000000005,1.9379058387793535e-16,0,,,63
illite-Ca(+2)+Cl(-1)-Cs(+1),FAIL,only 41 points (< 50); pH span only 0.00,41,0.0,6,"0.001, 0.002, 0.059, 0.06, 1.199, 1.2",0.0,1,1,100.0,"fixed, as expected",1,,,,0.001,1.2,41,0,41,0,0,41,1.0,2.31,0.0,0,,,41
illite-Ca(+2)+Cl(-1)-Rb(+1),FAIL,only 34 points (< 50); pH span only 0.00,34,0.0,6,"0.001, 0.002, 0.059, 0.06, 1.199, 1.2",0.0,1,1,100.0,"fixed, as expected",1,,,,0.001,1.2,34,0,34,0,0,34,1.0,2.31,0.0,0,,,34
hematite-Cl(+7)+Na(+1)-Np(+5),FAIL,2 distinct mineral formulas under one mineral label - ambiguous phase,543,7.4569,5,"0.125, 0.25, 1.25, 2.5, 25",0.3333333333333333,3,2,98.0,"fixed, as expected",3,50.0,2.8,10.2569,0.125,25.0,543,0,0,0,14,37,15.0,2.31,0.0,2,0.0008,0.0008,532
ferrihydrite-N(+5)+Na(+1)-H(+1),FAIL,only 0 points (< 50),0,6.019399999999999,10,"0.013, 0.039, 0.13, 0.39, 0.403, 0.65, 1.3, 3.9, 4.03, 19.5",0.4722222222222222,8,7,96.9,"fixed, as expected",8,,3.9808,10.0002,0.013,19.5,701,701,0,0,0,23,27.0,2.3099999999999996,1.9238368104818664e-16,1,0.0047,0.0047,679
goethite-N(+5)+Na(+1)-H(+1),FAIL,only 0 points (< 50),0,7.5520000000000005,12,"0.013, 0.039, 0.065, 0.13, 0.195, 0.364, 0.65, 1.131, 1.3, 2.6, 9.1, 13",0.5555555555555556,9,8,95.6,"fixed, as expected",9,,3.447,10.999,0.013,13.0,594,594,0,0,0,26,21.0,2.3099999999999996,1.9240843937871747e-16,1,0.0042,0.0042,568
birnessite-N(+5)+Na(+1)-H(+1),FAIL,only 0 points (< 50),0,8.6809,4,"0.013, 0.13, 1.3, 6.5",0.5,5,4,93.3,"fixed, as expected",5,,2.2025,10.8834,0.013,6.5,448,448,0,0,0,18,31.5,2.3099999999999996,1.924613317843817e-16,1,0.0037,0.0037,418
hematite-Cl(-1)+Na(+1)-H(+1),FAIL,only 0 points (< 50),0,7.6603,6,"0.003, 0.005, 0.01, 0.03, 0.1, 1",0.3333333333333333,4,3,91.5,"fixed, as expected",4,,2.7237,10.384,0.003,1.0,270,270,0,0,0,10,27.0,2.31,0.0,1,0.0073,0.0073,247
alumina-Cl(+7)+Na(+1)-Sr(+2),FAIL,2 distinct mineral formulas under one mineral label - ambiguous phase,169,7.8798,9,"0.25, 0.625, 1.25, 2.5, 6.25, 12.5, 25, 50, 100",0.5833333333333334,2,1,86.4,"fixed, as expected",2,,3.1285,11.0083,0.25,100.0,169,0,0,0,0,13,13.0,2.31,0.0,2,0.011,0.011,146
goethite-K(+1)+N(+5)-H(+1),FAIL,only 0 points (< 50),0,6.933000000000001,5,"0.013, 0.13, 0.65, 1.3, 2.6",0.4166666666666667,3,2,86.3,"fixed, as expected",3,,3.543,10.476,0.013,2.6,205,205,0,0,0,10,18.0,2.3099999999999996,1.9271702734436775e-16,1,0.0083,0.0083,177
alumina-Cl(+7)+Na(+1)-Eu(+3),FAIL,2 distinct mineral formulas under one mineral label - ambiguous phase,174,6.586599999999999,8,"0.25, 1.25, 2.5, 6.25, 12.5, 25, 62.5, 125",0.5,2,1,83.3,"fixed, as expected",2,,3.1278,9.7144,0.25,125.0,174,0,0,0,0,12,14.0,2.3099999999999996,1.9280123604164635e-16,2,0.0077,0.0077,145
birnessite-Cl(-1)+Na(+1)-H(+1),FAIL,only 0 points (< 50),0,7.218400000000001,7,"0, 0.001, 0.01, 0.015, 0.1, 0.7, 1",0.4722222222222222,3,2,83.3,"fixed, as expected",3,,1.7258,8.9442,0.0,1.0,114,114,0,0,0,9,11.0,2.3099999999999996,1.9309518534488893e-16,1,0.0146,0.0146,95
goethite-N(+5)+Na(+1)-Se(+6),FAIL,2 distinct mineral formulas under one mineral label - ambiguous phase,570,6.277699999999999,5,"0.013, 0.13, 0.65, 1.3, 13",0.3055555555555556,4,3,83.3,"fixed, as expected",4,55.0,3.0,9.2777,0.013,13.0,570,0,0,0,2,47,13.0,2.3099999999999996,1.9241527060925923e-16,2,0.0016,0.0016,475
goethite-Cl(+7)+Na(+1)-H(+1),FAIL,only 0 points (< 50),0,7.4453,8,"0.025, 0.075, 0.125, 0.25, 0.75, 1.25, 2.5, 25",0.3333333333333333,8,5,78.7,"fixed, as expected",8,,3.52,10.9653,0.025,25.0,894,894,0,0,0,25,36.0,2.309999999999999,3.847080436810293e-16,1,0.0011,0.0011,704
gibbsite-Cl(-1)+Na(+1)-H(+1),FAIL,only 0 points (< 50),0,7.83854,7,"0.001, 0.005, 0.01, 0.02, 0.05, 0.1, 0.5",0.4722222222222222,6,4,77.7,"fixed, as expected",6,,3.11276,10.9513,0.001,0.5,426,426,0,0,0,17,22.0,2.3099999999999996,1.9247245055275444e-16,1,0.0018,0.0018,331
ferrihydrite-Cl(-1)+Na(+1)-H(+1),FAIL,only 0 points (< 50),0,8.9984,4,"0.001, 0.01, 0.05, 0.1",0.4444444444444444,2,1,77.7,"fixed, as expected",2,,2.7223,11.7207,0.001,0.1,112,112,0,0,0,4,27.5,2.3099999999999996,1.9311044435833442e-16,1,0.019,0.019,87
quartz-Cl(-1)+Na(+1)-H(+1),FAIL,only 0 points (< 50),0,6.7804,7,"0, 0.001, 0.01, 0.012, 0.094, 0.1, 1",0.3333333333333333,4,2,75.7,"fixed, as expected",4,,3.1296,9.91,0.0,1.0,169,169,0,0,0,13,13.0,2.31,0.0,1,0.0085,0.0085,128
goethite-Cl(-1)+K(+1)-H(+1),FAIL,only 0 points (< 50),0,6.984999999999999,3,"0.01, 0.05, 0.1",0.2777777777777778,2,1,74.6,"fixed, as expected",2,,3.009,9.994,0.01,0.1,59,59,0,0,0,4,15.0,2.3100000000000005,1.938966252450381e-16,1,0.0166,0.0166,44
illite-Cl(+7)+Na(+1)-H(+1),FAIL,only 0 points (< 50),0,8.830300000000001,4,"0.25, 2.5, 5, 12.5",0.6666666666666666,3,2,67.3,"fixed, as expected",3,,2.6117,11.442,0.25,12.5,147,147,0,0,0,9,12.0,2.31,0.0,0,0.0064,0.0064,99
hematite-N(+5)+Na(+1)-H(+1),FAIL,only 0 points (< 50),0,7.646800000000001,7,"0.013, 0.039, 0.065, 0.13, 1.3, 6.5, 13",0.5,8,4,61.3,"fixed, as expected",8,,3.1844,10.8312,0.013,13.0,493,493,0,0,0,23,19.0,2.31,0.0,1,0.0029,0.0029,302
calcite-Cl(-1)+Na(+1)-Np(+5),FAIL,only 45 points (< 50); pH span only 2.52,45,2.5195999999999996,4,"0, 0.001, 0.1, 0.7",0.19444444444444445,3,1,57.8,"fixed, as expected",3,,7.1025,9.6221,0.0,0.7,45,0,0,0,0,16,1.0,10.8,0.0,1,0.0,0.0,26
goethite-Cl(-1)+Na(+1)-Se(+4),FAIL,2 distinct mineral formulas under one mineral label - ambiguous phase,241,10.5315,4,"0.01, 0.02, 0.1, 1",0.3333333333333333,8,2,47.7,"fixed, as expected",8,2.0,2.0585,12.59,0.01,1.0,241,0,0,0,0,17,13.0,2.31,0.0,2,0.0036,0.0036,115
goethite-C(+4)+Cl(-1)+Na(+1)-U(+6),FAIL,only 29 points (< 50),29,6.892899999999999,6,"0.013, 0.101, 0.152, 0.25, 0.251, 0.85",0.3333333333333333,2,1,41.4,"fixed, as expected",2,,3.2985,10.1914,0.013,0.85,29,0,0,0,0,13,1.0,2.3100000000000005,1.9564926671517633e-16,1,0.0293,0.0293,12
quartz-Cl(+7)+Na(+1)-Am(+3),FAIL,only 39 points (< 50),39,10.06522,3,"0.025, 0.25, 2.5",0.25,3,1,35.0,"fixed, as expected",3,,2.93478,13.0,0.025,2.5,60,21,0,0,4,7,9.0,2.3100000000000005,1.9386877253710943e-16,1,0.008,0.008,21
zirconia-K(+1)+N(+5)-H(+1),FAIL,only 0 points (< 50),0,7.7034,4,"0.013, 0.13, 1.3, 6.5",0.4444444444444444,2,1,26.9,"fixed, as expected",2,0.0,3.3224,11.0258,0.013,6.5,130,130,0,0,0,4,13.0,2.31,0.0,1,0.0102,0.0102,35
montmorillonite-Cl(+7)+Na(+1)-U(+6),FAIL,"only 14% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",336,8.763900000000001,4,"0.025, 0.25, 2.5, 12.5",0.4722222222222222,4,1,14.3,"fixed, as expected",4,,1.9461,10.71,0.025,12.5,336,0,0,0,0,18,18.0,2.3099999999999996,1.9253313232102772e-16,0,0.0008,0.0008,48
montmorillonite-Cl(+7)+Na(+1)-Eu(+3),FAIL,"only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",243,9.536999999999999,3,"0.25, 1.25, 2.5",0.4722222222222222,6,0,0.0,"fixed, as expected",6,,1.073,10.61,0.25,2.5,243,0,0,0,0,12,22.0,2.3099999999999996,1.9264320503100618e-16,0,0.0,0.0,0
ferrihydrite-N(+5)+Na(+1)-Ca(+2),FAIL,"only 42 points (< 50); only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",42,5.505699999999999,3,"0.39, 13, 19.5",0.4722222222222222,2,0,0.0,"fixed, as expected",2,,4.4794,9.9851,0.39,19.5,42,0,0,0,0,4,10.0,2.31,0.0,1,0.0861,0.0861,0
quartz-Cl(+7)+Na(+1)-Eu(+3),FAIL,"only 46 points (< 50); only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",46,8.3266,3,"0.25, 1.25, 2.5",0.4444444444444444,3,0,0.0,"fixed, as expected",3,,2.022,10.3486,0.25,2.5,46,0,0,0,0,4,12.0,2.3100000000000005,1.9437074541646724e-16,1,0.0312,0.0312,0
alumina-Cl(+7)+Na(+1)-Oxalic acid,FAIL,"only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",55,10.28679,3,"0, 2.5, 12.5",0.3888888888888889,3,0,0.0,"fixed, as expected",3,35.0,1.00851,11.2953,0.0,12.5,64,9,0,0,0,4,13.5,2.31,0.0,0,0.0134,0.0134,0
goethite-N(+5)+Na(+1)-Oxalic acid,FAIL,"only 49 points (< 50); only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",49,6.571759999999999,3,"0.13, 1.3, 6.89",0.3888888888888889,3,0,0.0,"fixed, as expected",3,0.0,2.91038,9.48214,0.13,6.89,49,0,0,0,0,6,6.5,2.31,0.0,1,0.0142,0.0142,0
quartz-N(+5)+Na(+1)-U(+6),FAIL,"only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",295,6.8751999999999995,5,"0.013, 0.065, 0.13, 0.416, 1.3",0.3611111111111111,7,0,0.0,"fixed, as expected",7,,2.4342,9.3094,0.013,1.3,295,0,0,0,4,23,14.0,2.31,0.0,1,0.0014,0.0014,0
montmorillonite-Ca(+2)+N(+5)-Ni(+2),FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",216,9.1772,2,"0.089, 0.891",0.3333333333333333,2,0,0.0,"fixed, as expected",2,,2.8487,12.0259,0.089,0.891,216,0,0,0,0,9,25.0,2.3099999999999996,1.9269297720727422e-16,0,0.0001,0.0001,0
goethite-Cl(+7)+Na(+1)-U(+6),FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",213,7.503,2,"0.025, 2.5",0.3333333333333333,2,0,0.0,"fixed, as expected",2,,3.0,10.503,0.025,2.5,213,0,0,0,0,17,13.0,2.3099999999999996,1.9269928911179812e-16,1,0.0013,0.0013,0
hematite-N(+5)+Na(+1)-Se(+4),FAIL,"only 2 distinct ionic-strength levels; 2 distinct mineral formulas under one mineral label - ambiguous phase; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",191,9.8346,2,"0.13, 1.3",0.3333333333333333,3,0,0.0,"fixed, as expected",3,,2.1456,11.9802,0.13,1.3,191,0,0,0,0,24,6.5,2.3099999999999996,1.9275165887176068e-16,2,0.0012,0.0012,0
montmorillonite-Ca(+2)+N(+5)-Eu(+3),FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",176,6.868689999999999,2,"0.957, 1.782",0.3333333333333333,2,0,0.0,"fixed, as expected",2,,2.9847,9.85339,0.957,1.782,176,0,0,0,0,6,25.5,2.3099999999999996,1.927949042057839e-16,0,0.0,0.0,0
montmorillonite-Cl(+7)+Na(+1)-Np(+5),FAIL,"only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",170,19.19398,3,"0.25, 0.625, 2.5",0.3333333333333333,3,0,0.0,"fixed, as expected",3,,2.60392,21.7979,0.25,2.5,170,0,0,0,0,9,18.0,2.3099999999999996,1.9281434864995489e-16,0,0.0017,0.0017,0
hematite-N(+5)+Na(+1)-U(+6),FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",156,8.0894,2,"0.13, 1.3",0.3333333333333333,4,0,0.0,"fixed, as expected",4,,2.6098,10.6992,0.13,1.3,156,0,0,0,2,16,9.0,2.31,0.0,1,0.003,0.003,0
montmorillonite-Ca(+2)+N(+5)-Zn(+2),FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",154,7.5705100000000005,2,"0.089, 0.891",0.3333333333333333,2,0,0.0,"fixed, as expected",2,,2.94479,10.5153,0.089,0.891,154,0,0,0,0,6,20.5,2.31,0.0,0,0.0,0.0,0
ferrihydrite-N(+5)+Na(+1)-Se(+4),FAIL,"only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",151,6.622999999999999,3,"0.13, 1.3, 13",0.3333333333333333,3,0,0.0,"fixed, as expected",3,,4.1363,10.7593,0.13,13.0,151,0,0,0,2,8,15.5,2.31,0.0,1,0.0046,0.0046,0
illite-Cl(+7)+Na(+1)-U(+6),FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",137,8.7783,2,"0.25, 2.5",0.3333333333333333,3,0,0.0,"fixed, as expected",3,,1.9617,10.74,0.25,2.5,137,0,0,0,0,7,19.0,2.31,0.0,0,0.0,0.0,0
hematite-N(+5)+P(+5)-Am(+3),FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",133,8.372060000000001,2,"0, 0.001",0.3333333333333333,1,0,0.0,"fixed, as expected",1,,1.91824,10.2903,0.0,0.001,133,0,0,0,0,11,12.0,2.31,0.0,1,0.0039,0.0039,0
illite-Cl(+7)+Na(+1)-Sr(+2),FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",132,8.353200000000001,2,"0.25, 2.5",0.3333333333333333,3,0,0.0,"fixed, as expected",3,,2.6375,10.9907,0.25,2.5,132,0,11,0,0,10,14.5,2.31,0.0,0,0.0026,0.0026,0
montmorillonite-Cl(+7)+Na(+1)-Am(+3),FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",112,8.44487,2,"2.5, 25",0.3333333333333333,4,0,0.0,"fixed, as expected",4,,2.54783,10.9927,2.5,25.0,196,84,0,0,0,7,28.0,2.3099999999999996,1.9273872034790843e-16,0,0.0007,0.0007,0
goethite-Cl(+7)+Na(+1)-C(+4),FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",106,8.772,2,"0.25, 2.5",0.3333333333333333,3,0,0.0,"fixed, as expected",3,,2.4033,11.1753,0.25,2.5,106,0,0,0,2,9,11.0,2.3099999999999996,1.931597009448665e-16,1,0.0047,0.0047,0
hematite-C(+4)+Cl(+7)+Na(+1)-Th(+4),FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",103,8.827399999999999,2,"0.25, 2.5",0.3333333333333333,1,0,0.0,"fixed, as expected",1,,1.5325,10.3599,0.25,2.5,103,0,0,0,0,8,12.5,2.3099999999999996,1.9318649704695073e-16,1,0.0008,0.0008,0
clinoptilolite-N(+5)+Na(+1)-Np(+5),FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",85,7.100999999999999,2,"0.13, 1.3",0.3333333333333333,1,0,0.0,"fixed, as expected",1,,3.579,10.68,0.13,1.3,85,0,0,0,0,4,21.5,2.31,0.0,0,0.0054,0.0054,0
goethite-C(+4)+N(+5)+Na(+1)-U(+6),FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",84,5.305200000000001,2,"1.308, 1.38",0.3333333333333333,1,0,0.0,"fixed, as expected",1,,3.3829,8.6881,1.308,1.38,84,0,0,0,1,4,20.0,2.31,0.0,1,0.004,0.004,0
goethite-N(+5)+Na(+1)-Ca(+2),FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",77,6.127700000000001,2,"0.013, 0.13",0.3333333333333333,1,0,0.0,"fixed, as expected",1,,3.9827,10.1104,0.013,0.13,77,0,0,0,0,5,17.0,2.31,0.0,1,0.0,0.0,0
hydrous manganese oxide-N(+5)+Na(+1)-Sr(+2),FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",74,5.1418,2,"0.195, 19.5",0.3333333333333333,1,0,0.0,"fixed, as expected",1,21.0,1.8749,7.0167,0.195,19.5,74,0,0,0,0,7,11.0,2.31,0.0,0,0.0,0.0,0
illite-Cl(+7)+Na(+1)-Np(+5),FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",68,8.4102,2,"0.625, 2.5",0.3333333333333333,2,0,0.0,"fixed, as expected",2,,2.4417,10.8519,0.625,2.5,68,0,0,0,0,4,17.0,2.31,0.0,0,0.0033,0.0033,0
goethite-N(+5)+Na(+1)-Citric acid,FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",65,8.05067,2,"0.13, 1.3",0.3333333333333333,4,0,0.0,"fixed, as expected",4,5.0,2.19493,10.2456,0.13,1.3,65,0,0,0,0,7,9.0,2.31,0.0,1,0.0079,0.0079,0
